症状a,症状b,label,index
睾丸胀,睾丸大了,0,13238
阴茎扭转,阴茎疼,0,499
不射精,硬度不够时间不长,0,8923
记忆力减退,腰酸背痛,0,0
硬不起来,鸡鸡翘不起来,1,6285
钙化,小便腥臭味,0,10786
尿黄,尿尿泡沫,0,6734
射精出血,性生活就硬不起来,0,13505
尿里有泡沫,小便很少,0,1751
龟头有小疙瘩,睾丸皮上长了个疙瘩,0,11357
阴茎过大,阴茎太粗,1,3341
睾丸萎缩,睾丸阵痛,0,7107
尿多,尿尿有点慢,0,761
硬不起来,硬都硬不起来,1,10091
龟头有红斑,龟头不硬,0,3238
龟头疼,龟头有淤血,0,1649
包皮水肿,包皮有小裂口,0,7064
龟头脱皮,龟头有红色斑点,0,15677
睾丸扭转,睾丸起白皮,0,4577
精子成活率低,精子是黄色的?,0,7166
龟头敏感,龟头有黑斑,0,13960
前列腺疼,前列腺轻度增生伴钙化灶,0,7947
阴茎疼,阴径有点小,0,8237
龟头结痂,龟头上有黑点,0,1369
肾虚,性功能有点下降,0,9031
尿多,小便是红色的,0,13550
增生,前列腺丐化很大,0,10682
精液粘稠,精子像果冻,1,984
阴茎疼,鸡鸡小,0,6793
阴茎疼,鸡巴比以前短,0,8187
尿有异味,小便有灼热感,0,12759
龟头上有黑点,龟头上面有红点,1,3485
阴茎增粗,阴茎痒痒,0,443
睾丸一个大一个小,睾丸一个大,1,948
睾丸变小,耳朵,0,3984
龟头有红点,龟头上面有红点,1,3648
出血,出了一点血,1,6371
尿黄,小便尿痛,0,9402
睾丸变小,睾丸隐隐痛,0,15597
龟头有小痘痘,龟头上有一点红,0,10357
尿分叉,小便特别多,0,6972
精液有异味,精子有点黄色,0,5471
龟头结痂,龟头有小疙瘩,0,6451
阴茎增粗,阴茎变短,0,412
龟头结痂,龟头包皮,0,2626
包皮水肿,包皮上有小白点,0,6852
尿里有泡沫,尿尿的时候刺痛,0,12525
硬不起来,勃起不太好,1,6137
睾丸变小,睾丸有点坠痛,0,14918
精液像水一样,精子畸形高,0,11502
尿道口刺痛,尿道口滴白,0,3007
包皮红肿,包皮前端痒红,1,11090
尿黄,小便后有白色液体,0,14893
尿急,尿尿不舒服,0,12000
尿频,感觉没性欲,0,7026
龟头充血不足,龟头软,0,8212
尿道有点痒,小便有刺痛,0,3496
不射精,硬度时间短,0,880
尿有灼热感,尿尿的时候有点疼,0,14054
有点红,有点分叉,0,3362
小便出血,有点烧热感,0,635
龟头红肿,阴茎又大又粗又红又硬,1,9186
阴茎扭转,阴茎头长小鸽豆还洋洋,0,3058
有点红,有点过长,0,6178
包皮红肿,龟头发白,0,6049
尿无力,小便发绿,0,14492
死精,精液液化太快,0,11067
龟头结痂,包皮上有水泡,0,13248
包皮痒,包皮翻不回,0,9318
龟头上有黑点,龟头紫色,0,4280
精液像水一样,精液活力不足,0,9621
死精,精子凉,0,12763
睾丸有点硬,睾丸受伤,0,2910
包皮垢,包皮红,0,3466
阴茎扭转,阴茎包皮过长,0,549
睾丸一个大一个小,睾丸爆裂,0,4874
尿分叉,小便黄色,0,8818
硬不起来,能勃起但不硬,0,13435
尿道有点痒,尿道口流出,0,6104
龟头发紫,龟头上有小点,0,10060
死精,精液变成咖啡色了,0,6436
小便出血,尿尿还疼,0,1811
阴茎增粗,阴茎长水泡,0,14706
硬度不够,勃起时间也短,0,7590
尿胀,小便颜色很深,0,9757
阴茎增大,阴茎老钟不能外翻,0,10827
小便出血,小便有白带,0,5031
硬不起来,硬度不硬,0,9158
睾丸胀,睾丸有点隐痛,0,15477
精液粘稠,精子成果冻状,0,15860
龟头有珍珠疹,龟头周围长了一圈毛刺,0,7597
龟头结痂,龟头冠状沟处有沫沫,0,15534
阴囊发凉,睾丸不生精,0,4994
龟头出不来,龟头部分发红还疼,0,7555
小便出血,小便尿血,1,13910
精液发黄,精液呈黄色,1,6063
睾丸有异味,睾丸变小,0,8547
睾丸痒,阴囊粘粘,0,16054
龟头有珍珠疹,龟头上有黑斑,1,2445
睾丸挫伤,睾丸隐隐痛,0,2813
包皮水肿,包皮有时候痒,0,8689
射精出血,腿上有血丝,0,5959
包皮垢,包皮包不住龟头,0,5067
睾丸变小,睾丸疼痛,0,5870
精液量少,精液残留,0,6766
龟头溃烂,龟头上有几个红点,0,10733
睾丸胀,睾丸起皮,0,4889
精液有异味,精液发黄粘稠,0,13777
不射精,不射的,1,5334
出血,全程有血,1,13708
硬不起来,???不硬,0,3634
射精无力,老不射精,0,12800
精液粘稠,精液略带粉色,0,14875
包皮垢,包皮好像是有点长,0,4455
阴囊肿大,阴囊有点湿,0,15483
射精痛,射精还快,0,12293
小腹疼,会阴部疼痛,0,4119
死精,精子活动力低,0,4398
阴茎水肿,阴茎勃起疼痛,0,9005
阴茎弯曲,阴茎太长,0,14708
睾丸变小,睾丸微痛,0,15575
龟头充血不足,龟头全包,0,3013
性欲减退,射精有点痛,0,10131
阴茎过大,阴茎硬,0,4058
龟头上有黑点,龟头边缘有小疙瘩,1,5403
睾丸下垂,睾丸搞完疼,0,1332
包皮痒,包皮内有污垢,0,12793
龟头有红点,冠状沟有红点,1,13230
阴茎有硬块,阴茎有疼痛感,0,4812
精液量少,精子畸形率高,0,3629
阴茎疼,jj痒,0,7202
阴囊红肿,睾丸特别凉,0,8035
阴茎增粗,阴茎海绵体损伤,0,14878
睾丸疼,睾丸老是疼,1,11728
睾丸肿大,睾丸朝湿,0,7416
精液有异味,精液是土黄色,0,11804
有异味,有点异味,1,13450
包皮紧,包皮有一个点痒,0,9882
尿道有点痒,灼热感,0,12903
中途疲软,没射就软了,1,6912
记忆力减退,腰酸腰疼,0,39
精液发黄,精子成颗粒状,0,15795
阴茎有异味,阴茎海绵体细胞受损,0,5857
尿分叉,尿完尿后,0,9106
尿等待,尿的时间长,0,9954
睾丸挫伤,睾丸总是疼,0,12193
不射精,勃起不硬,0,16192
龟头出不来,龟头又大又硬,0,11632
没有以前硬,勃起了很硬,0,16109
龟头结痂,龟头有点肿,0,9179
尿急,尿尿红色,0,5887
包皮垢,包皮红痒,0,13461
钙化,黄色的液体,0,16174
包皮水肿,包皮缩着,0,2858
龟头充血不足,龟头特别大,0,6338
黄色的,灰褐色,0,1839
精液有血,精子发黄果冻状,0,178
肥大,前列腺很难受,0,7963
尿道有点痒,烧灼尿不干净尿尿口里边疼尿频,0,11290
腰酸乏力,腰有点酸痛,1,3457
溃疡,有点疼有点痒,0,13607
尿道口流脓,白色颗粒,0,3647
阴茎短小,勃起很快就软,0,281
睾丸潮湿,附睾有硬块,0,7158
增生,前列腺回声欠均匀,0,12733
阴囊肿大,大腿根瘙痒,0,2447
尿道有点痒,尿道口不疼,0,14383
阴茎折断,阴茎越来越小,0,13501
有异味,有点庠,0,8196
包皮有点长,包皮黏连,0,8475
精液有血,精液不粘稠,0,10540
睾丸萎缩,阴囊朝湿,0,9058
龟头灼热,阴茎异常勃起,0,9467
龟头痒,龟头表皮破损,0,2581
尿等待,排尿灼痛,0,5327
龟头有红斑,龟头还疼,0,13199
龟头充血不足,龟头有敏感,0,1303
龟头出血,龟头流脓,0,1665
睾丸挫伤,睾丸肿,0,12423
阴囊肿大,阴囊小,0,7113
睾丸胀,睾丸上有痘痘,0,6673
阴茎有异味,阴茎勃起向下弯曲,0,643
尿浑浊,尿尿不痛快,0,6813
精液像果冻,精液很粘稠,0,4596
睾丸肿大,睾丸下面湿,0,15705
龟头出血,龟头会痛,0,15600
阴茎增粗,阴茎发凉,0,440
长疙瘩,小肉芽,1,10933
尿量少,尿尿的时候鸡鸡疼,0,8787
精液有血,子发黄,0,197
阴茎疼,鸡巴起来不硬短,0,4365
龟头脱皮,龟头那块,0,10402
没有以前硬,射的时间短,0,7226
龟头有小痘痘,阴茎长疙瘩,1,4558
有点疼,刺痛烧灼,1,15638
没有以前硬,硬度都不够,1,4694
龟头有红点,龟头红红,1,2163
龟头红肿,阴茎上长痘痘,0,3135
性欲减退,射精不爽,0,2955
没有以前硬,勃起没有下降,0,6416
阴茎弯曲,海绵休,0,6093
睾丸痒,睾丸里面有个硬疙瘩,0,2418
尿频,尿尿次数多,1,8525
小腹疼,右下腹按压疼痛,1,15199
龟头红肿,阴茎变大,0,15609
精液发黄,精子结块,0,1609
尿分叉,小便等待,0,3545
阴茎弯曲,阴茎勃起弯曲,1,1349
尿量少,尿量很少,1,7506
阴茎增粗,阴茎向下弯,0,472
没有以前硬,不硬时间短,0,14265
射精出血,性生活质量不高,0,14943
小腹疼,肚子疼腰疼,1,3498
龟头流脓,阴茎瘙痒,0,5666
囊肿,有点变大,0,6095
有点红,有点掉皮,0,3459
尿道口红肿,撒尿尿道刺痛,0,6380
阴茎短小,勃起力度不够,0,253
尿分叉,小便时疼,0,13614
尿有灼热感,有点红?,0,4038
尿道口红肿,排尿刺痛,0,9809
排尿困难,小便有灼热感,0,8417
龟头有红点,龟头有皱纹,0,11406
睾丸萎缩,睾丸老疼,0,6503
包皮红肿,包皮垢特别多,0,15976
阴茎有异味,阴茎勃起不够硬,0,6520
阴茎有异味,阴茎过大,0,3045
龟头充血不足,意力不足,0,5533
睾丸痒,睾丸有点隐痛,0,5057
睾丸挫伤,睾丸里有小疙瘩,0,5896
龟头出血,龟头外有白色的东西,0,8235
阴茎有异味,阴茎发育短小,0,9270
钙化,白乎乎的东西,0,13693
尿痛,小便总是尿裤子,0,12821
龟头有小痘痘,包皮有红点,1,14047
龟头出不来,龟头连接处撕裂,0,9208
睾丸痒,阴囊疼痛,0,8103
阴茎弯曲,阴茎硬不起,0,2915
尿等待,尿不下,0,15944
包皮垢,包皮有时红,0,9712
阴囊脱皮,睾丸外皮瘙痒,0,8232
睾丸挫伤,睾丸有点涨痛,0,4769
尿道口红肿,尿道口肿,1,6703
包皮紧,包皮分离,0,11440
阴茎增大,阴茎小,0,300
龟头有小疙瘩,龟头弯曲,0,9147
阴茎有硬块,阴茎硬起来一会就软了,0,6806
有点红,有发红,1,13634
阴囊发凉,"睾丸
最胀",0,1372
尿不尽,尿路分叉,0,10807
早射,插进去没几下就射了,1,13807
中途疲软,不到10分钟就软了,1,14880
龟头红肿,阴茎冰凉,0,4476
有点疼,慌带上一点点疼痛,1,12298
阴囊脱皮,阴囊湿,0,3527
尿分叉,尿尿起泡沫,0,9371
脱皮,龟头发红瘙痒,0,12954
龟头疼,龟头破皮,0,5307
龟头出血,龟头有分泌物,0,9572
龟头敏感,背部神经敏感,0,9086
死精,精子中有血,0,15423
阴茎折断,阴茎粗大,0,4304
尿里有泡沫,小便是黄色的,0,1576
包皮红肿,龟头有点水肿,1,7213
包皮紧,包皮有些长,0,15496
龟头有白色分泌物,马眼刺痛,0,13027
精子成活率低,精液有点黄,0,6688
射精痛,射精偶尔会有血精,0,6541
精液有异味,精液带血丝,0,12333
射精痛,射精会疼,1,8106
阴茎短小,勃起也不硬,0,244
龟头有小痘痘,龟头铭感,0,1911
睾丸一个大一个小,附睾肿大,1,6343
尿无力,小便也不疼,0,7952
龟头敏感,龟头疼,0,7632
阴茎弯曲,阴经海绵体损伤,0,7335
阴茎折断,阴茎上长了个包,0,11160
有点发炎,带点疼,0,7735
睾丸潮湿,睾丸特别凉,0,13968
龟头上有黑点,龟头包皮痒,0,6942
龟头灼热,阴茎又大又粗又红又硬,0,3559
阴囊发凉,睾丸小了,0,4424
虚汗,腰酸背痛腿抽筋,0,6802
小腹疼,尿小肚子胀,0,5817
龟头结痂,龟头红,0,9502
睾丸有点硬,睾丸皮疼,0,13014
龟头出不来,龟头还有点痒,0,3554
龟头出血,龟头有红肿,0,2285
尿胀,小便尿痛,0,3230
阴茎水肿,阴茎细短,0,15540
尿失禁,小便有少量血,0,8556
尿胀,小便有点血,0,827
睾丸下垂,睾丸小了,0,2302
尿多,小便有血丝,0,8435
腰酸乏力,双腿无力,0,7018
龟头有红斑,龟头很痒,0,3337
尿道流白色液体,小便后有精子流出,0,1322
阴茎有硬块,阴茎过大,0,3800
尿分叉,小便上面老疼,0,2125
精子有颗粒,射精精液很少,0,11297
精液发黄,精液是果冻状,0,7221
精液量少,精子数量少,1,11183
有异味,有点爆皮,0,7902
龟头有小痘痘,龟头上有黑斑,1,15347
睾丸有异味,睾丸软,0,6781
龟头上有黑点,龟头不硬,0,12572
阴茎短小,勃起不够坚硬,0,252
精液像果冻,精子黄色粘稠,0,11289
睾丸挫伤,睾丸下面长个豆,0,4188
尿道口流脓,流黄色的东西,0,9598
阴囊发凉,睾丸有时候痒,0,9813
睾丸扭转,睾丸一直发硬,0,16169
龟头有白色分泌物,淡黄色分泌物,0,7339
尿失禁,小便会疼,0,12516
尿等待,排尿有血,0,12947
阴囊脱皮,阴囊出汗,0,2961
睾丸有异味,睾丸偶尔疼,0,4539
龟头有小疙瘩,阴茎溃疡,0,2769
阴茎过大,阴茎脱敏,0,3776
射精无力,射精都有很多块,0,3114
有异味,跑步有异味,1,8534
淋巴结肿大,睾丸积液,0,14435
精液有血,精液是黄的,0,6761
睾丸有点硬,睾丸下面痒,0,14543
没有晨勃,早上没晨勃,1,12877
阴茎疼,小鸡鸡上有白点,0,8820
尿频,酥麻的感觉,0,11765
龟头敏感,泌乳素过高,0,10080
阴茎扭转,阴茎勃起下弯,0,3579
精液像果冻,精子一块一块,1,11743
尿有灼热感,有点软,0,11956
龟头灼热,阴茎不爱硬,0,2348
长疙瘩,小红点,1,4689
尿急,小便费劲,0,13558
出血,尿尿有一点痛,0,14442
睾丸有点硬,睾丸被拉拽,0,7279
精液发黄,精液里面有血丝,0,14558
尿里有泡沫,尿尿还有点分叉,0,12755
黄色的,尿有点频,0,13645
龟头出血,龟头特敏感,0,5778
长疙瘩,白色米粒大小的疙瘩,1,9372
龟头出不来,龟头有点发黑,0,2293
龟头灼热,阴茎勃起不硬,0,3780
龟头出血,龟头出脓,0,14230
龟头结痂,龟头有小红点,0,6692
粉刺,白色类似于粉刺,1,9130
肥大,肥大增生,1,8881
龟头有红斑,龟头变大,0,845
龟头有红斑,龟头出现红斑,1,1207
龟头有水泡,鸡鸡起红疙瘩,1,3701
溃疡,有点滴白,0,13312
黄色的,尿有点多,0,4490
睾丸胀,睾丸酮也低,0,7761
龟头发紫,龟头不硬,0,6369
手脚冰凉,老是出虚汗,0,14142
精液量少,精子一粒粒,0,4839
尿道口流脓,白色粘物,0,10796
龟头充血不足,阴茎破点皮,0,7969
小肉球,肉芽,1,8225
龟头灼热,阴茎水肿,0,1817
龟头红肿,龟头就疼,0,2928
腰酸乏力,小腹账痛,0,15004
龟头敏感,太过敏感,1,8530
睾丸扭转,睾丸起皮,0,11826
龟头出不来,龟头有时候会痒,0,7748
阴茎水肿,阴茎痒,0,11083
睾丸下垂,左侧肿大,0,4982
龟头流脓,龟头肿了,0,7880
精液有异味,出汗有异味,0,10145
硬不起来,有点硬不起来,1,8034
尿频,小便有点疼,0,9265
龟头有颗粒,黄白色的,0,16078
囊肿,有点粘,0,8811
阴囊红肿,睾丸一小一大,0,9732
龟头有红斑,龟头有点红点,1,4695
死精,精液出血鲜红,0,10324
脱皮,生殖器血管破裂,0,14874
有点肿,肿大疼痛,1,10250
粉刺,白色的皮,0,3681
精液有血,精液褐色,1,186
龟头发紫,龟头有点红,1,14520
尿失禁,小便不硬,0,13749
尿道口刺痛,尿道口疼痛,1,7943
睾丸潮湿,阴囊发白,0,3668
发烧,老发烧,1,8834
腰酸乏力,没有力气,0,1958
阴茎过大,阴茎勃起后长度变短,0,13276
精液有血,精子是红色,1,171
睾丸潮湿,阴囊一大一小,0,4886
下面痒,瘙痒?意味,1,11053
龟头有珍珠疹,龟头不够硬,0,11658
睾丸胀,睾丸有刺痛感,0,15434
精液发黄,精子变色,0,7004
尿多,小便等待,0,10660
阴茎增大,阴茎皮红肿,0,8302
阴茎短小,勃起不坚中路疲软,0,11590
睾丸萎缩,睾丸会痛,0,5017
精液有血,精液泛黄,0,14111
阴茎短小,勃起时疼,0,15075
睾丸肿大,腹股沟淋巴结肿大,0,8149
尿胀,小便的时候有点痛,0,8003
龟头有红点,阴茎麻木,0,606
射精出血,性生活不正常,0,7966
早射,不到1分钟就射了,1,2349
精液发黄,精子不多,0,8512
阴茎扭转,海绵体萎缩,0,10486
尿道口刺痛,尿道口有脓,0,4671
阴茎折断,阴茎上有粉刺,0,10478
阴茎过大,阴茎憋胀,0,14944
睾丸萎缩,睾丸下坠松弛,0,10307
虚汗,总爱出汗,1,8489
手脚冰凉,口干,0,2329
尿里有泡沫,小便尿道疼,0,11552
有点红,有点低烧,0,7746
有点发炎,有点别扭,0,1949
排尿困难,尿尿泡沫,0,10137
尿有异味,尿比较浑浊,0,2704
睾丸挫伤,睾丸大了,0,2739
龟头有小痘痘,龟头流血,0,12760
有点红,脱皮倒,0,14126
尿胀,小便痒,0,14294
排尿困难,小便有臭味,0,10955
睾丸下垂,睾丸微疼,0,7197
脱皮,红肿痛,0,9002
肉芽,金疙瘩,1,4234
阴茎短小,勃起没事,0,243
尿浑浊,尿尿有点疼,0,11546
死精,精子量很少,0,15131
阴囊肿大,大腿两侧瘙痒,0,3836
尿不尽,尿不畅,0,12278
龟头有白色分泌物,尿道口有息肉,0,8543
射精痛,射精快??,0,6013
睾丸痒,睾丸隐隐痛,0,1833
不射精,射精无力无快感,0,1520
红肿,瘙痒红肿,1,1634
阴茎水肿,阴茎无力,0,4565
尿有异味,小便的时候分叉,0,14883
睾丸萎缩,睾丸小软,0,9580
尿痛,小便的时候不痛,0,12510
龟头出血,龟头就黄浓,0,5014
龟头充血不足,生殖器供血不足,1,9453
尿里有泡沫,尿尿口痒,0,13536
尿道口流脓,白色泡沫,0,3262
阴茎有硬块,阴茎小,0,11227
尿频,尿频异味,1,9834
阴茎水肿,阴茎包皮裂口,0,13016
睾丸肿大,睾丸硬块,0,5098
尿痛,小便黄,0,8430
尿不尽,尿尿灼热,0,10389
龟头痒,龟头有一圈小疙瘩,0,7314
黄色的,尿气味重,0,13988
前列腺疼,前列腺外周带囊性病变,0,7402
尿黄,小便的时候有点刺痛,0,15973
精液像果冻,精子粘稠,0,7000
包皮紧,龟头水肿,0,9530
精液像果冻,精子里带血,0,3986
包皮红肿,龟头就疼,0,7833
龟头有红点,龟头发热,0,13067
尿道口红肿,尿道口有浓,0,13121
不射精,性生活时间非常短,0,14948
没有以前硬,???时间短,0,8311
睾丸有异味,分泌物有异味,0,14216
尿有异味,淡黄色分泌物,0,8179
阴茎短小,勃起了也不硬,0,293
阴囊脱皮,阴囊有点凉,0,12497
射精痛,小便完疼痛,0,3833
小便出血,尿尿有氨水味,0,4835
阴囊有疙瘩,龟头有小红点,0,15184
龟头结痂,龟头红了,0,13349
囊肿,有点结石,0,2889
睾丸有异味,精子有异味,0,15450
睾丸胀,睾丸酮分泌失调,0,5336
龟头溃烂,龟头干裂,0,6953
龟头有小疙瘩,龟头有红疙瘩,1,8481
尿有灼热感,有点刺痛,0,14454
增生,前列腺增大伴钙化,0,6215
精液量多,精子少射的还快,0,9826
脱皮,下面也疼,0,2802
阴囊肿大,阴囊坠痛,0,3370
阴茎扭转,阴茎硬,0,14877
睾丸萎缩,阴囊有点潮湿,0,1051
尿不尽,水就想尿尿,0,3458
包皮水肿,包皮还有点长,0,12693
包皮水肿,包皮特征,0,4408
睾丸有点硬,睾丸有刺痛感,0,14129
尿频,有一点硬的感觉,0,5232
包皮水肿,包皮翻不回,0,9704
精子成活率低,精子发黄呈果冻状,0,3501
龟头有红斑,龟头表面有点红,1,15089
龟头痒,龟头流脓,0,15317
阴囊脱皮,大腿内侧疼痛,0,1067
尿道口流脓,白色小点,0,7967
脱皮,下面总是痒,0,11737
射精无力,射精黄色,0,9675
尿黄,尿总是发黄,1,4894
睾丸有异味,睾丸一小一大,0,14279
虚汗,浑身出虚汗,1,8824
睾丸有点硬,睾丸不发育,0,6500
睾丸变小,睾丸有血丝,0,15921
尿急,老是想小便,0,7628
睾丸萎缩,睾丸下垂有肉下垂,0,7953
睾丸有点硬,睾丸很疼,0,2727
阴囊红肿,附睾有硬块,0,15552
囊肿,有点血,0,7625
龟头上有黑点,龟头就黄浓,0,6234
射精出血,性生活时间长,0,13622
睾丸萎缩,阴囊发白,0,15740
尿道有点痒,尿道会疼,0,6917
不孕,不能削弱,0,4126
龟头出血,龟头包皮痒,0,1991
睾丸变小,阴囊有积水,0,5187
龟头有小痘痘,龟头上有白点,1,12743
小肉球,金疙瘩,1,6139
阴茎增粗,阴茎能拉长,0,15617
龟头有珍珠疹,龟头有异味,0,10264
龟头有颗粒,白色黏黏,0,2219
尿浑浊,有尿,0,9737
精液像水一样,精液偏黄,0,11840
阴囊痒,大腿根部出汗,0,9430
精液有异味,精子活力差,0,9992
阴茎扭转,阴茎有味道,0,3456
尿浑浊,尿尿是黄色的,0,10611
阴囊肿大,睾丸发凉,0,13888
死精,精液很少,0,922
龟头出血,龟头上有个黑点,0,13735
小肉球,长小疙瘩,1,15573
早射,插进去就想射,1,14532
脱皮,生殖器官太小,0,14806
龟头灼热,阴茎上长个小疙瘩,0,9653
龟头上有黑点,龟头还痒,0,3329
包皮痒,包皮有时红,0,1745
睾丸萎缩,睾丸两侧发痒,0,9346
