sentence,label,uuid
15108883231和树芬,确定联系意愿,E0030000005244026
12月25日同房无措施,描述生理现象,E0030000005273012
在等几天看看吧,确定联系意愿,E0030000005273021
你好，检查出尖锐湿疣一个月后到医院复诊发现怀孕一个多月了 怎么办,咨询治疗方式,E0030000005281005
您好您加我微信ykx18314565670,确定联系意愿,E0030000005349003
怀孕到生就只用做一次系统b超吗？,咨询检查方式,E0030000005357010
没有，我有节育环,描述就诊史,E0030000005367005
身体没有不适。,描述症状,E0030000005482013
为什么乳房摸着有硬块啊,咨询病因,E0030000005504001
请问多久能检查出怀孕了,无,E0030000005529001
昨晚刚来的,描述就诊史,E0030000005552010
我明天来  可以吗,确定联系意愿,E0030000005575017
外蹭会不会怀孕？,无,E0030000005638012
全部检查和手术价格多少,咨询价格,E0030000005801003
阴道炎是咋引起的,咨询病因,E0030000005845031
做人流一般需要多少钱？,咨询价格,E0030000005849003
不发电话 不可以预约吗,确定联系意愿,E0030000005857061
你好，我想咨询下，我18一月份剖腹产，现在意外怀孕了，想做人流可以吗,咨询治疗方式,E0030000005877005
没有胎心是什么原因导致的,咨询病因,E0030000005896002
那我就需要再来预约吧，谢谢你,确定联系意愿,E0030000005925035
没有其它费用了吧,咨询价格,E0030000005964013
那行吧，如果过两天还是这种情况的话我就来找你预约来,确定联系意愿,E0030000006000052
你们这个做下来要多少钱,咨询价格,E0030000006021008
会痒一两天 然后就来月经,描述生理现象,E0030000006056009
下次月经是   一月八九号左右,描述生理现象,E0030000006132013
等的看如果一月十号来月经,无,E0030000006132025
昨天该来大姨妈，晚上上厕所有一点点淡红色，这是什么原因？,咨询病因,E0030000006298003
我想了解下应该要怎么治疗,咨询治疗方式,E0030000006349014
15号房事后吃了左诀,描述就诊史,E0030000006377012
就是之前两个月的时候去医院说支原体感染会不会影响月经,咨询危害,E0030000006390008
那我一直喂的母乳是不是传染给孩子了,咨询传染,E0030000006390019
我想问一下有白带要用什么药,咨询药物,E0030000006463003
要不加个微信,咨询微信,E0030000006654013
那应该怎么处理这种病呢,咨询治疗方式,E0030000006711017
乳房发胀会不会发疼的感觉,咨询项目介绍,E0040000000044019
那我过两天吧,确定联系意愿,E0040000000058040
请问阴道里面痒有时候还有点疼，买了达克宁栓用了两天没有效果，是得了妇科病了吗,咨询项目介绍,E0040000000166002
有一点，这段时间就是有粘条排除   这是什么情况呢？,咨询项目介绍,E0040000000173024
每月都要用药呀，咋能治辽彻底,咨询治疗方式,E0040000000184008
每次来月经都两三天,描述生理现象,E0040000000226021
我加你微信发出去,咨询微信,E0040000000262019
你说流产后？,无,E0040000000309011
怀孕多少天试纸可以测出来,无,E0040000000324003
检测血啊,咨询检查方式,E0040000000325008
肚子是不是感觉月经来时般不舒服，小肚子有时胀胀的的,描述症状,E0040000000364028
在北京，停两天回去在起说，,确定联系意愿,E0040000000373026
我老公不让我去，我会生孩子吗，生孩子痛吗？当初我早点不结婚了。,无,E0040000000463024
那就是还不能肯定就一定怀了是不是,无,E0040000000476004
后来没去检查了，打算这两天就去做,确定联系意愿,E0040000000542016
还有咱们这个如果是妇科病的话 治疗是怎么收费的呢,咨询价格,E0040000000613036
好吧！有空的话我们去检查检查,确定联系意愿,E0040000000664041
现在吃止痛化癓片可以吗,咨询药物,E0040000000683022
就是我有个朋友 之前药流过  一两个月了  然后昨天晚上和老公有性生活 今天早上起来有液体流出  带避孕套了 这是怎么回事,咨询病因,E0040000000688002
我微信是z9919966,确定联系意愿,E0040000000776023
得几不能出院,咨询恢复期,E0040000000792002
保守治疗漫长吗，效果好吗,咨询疗程,E0040000000794011
那这样不会让人想多吗,无,E0040000000857019
我担心是不是早孕,咨询项目介绍,E0040000000941003
白带多，成疙瘩怎么回事,咨询病因,E0040000000959003
我怕申请不了啊,无,E0040000000973021
六号过的,无,E0040000001032024
我吃这两样药有用吗？是治这两个方面的吗,咨询药物,E0040000001049032
我之前做过一次囊肿,描述就诊史,E0040000001118028
医院在南阳？,咨询地址,E0040000001201035
好吧，下个星期吧,确定联系意愿,E0040000001210080
这么便宜  不会检查的不好的,咨询检查价格,E0040000001259024
性生活后，阴道出血怎么会事？,咨询病因,E0040000001385002
我把QQ发给你,确定联系意愿,E0040000001479026
我没有性生活，也没有男朋友,无,E0040000001482010
月经过去三天同房了会怀孕吗,描述生理现象,E0040000001519003
女性，腰痛不能弯腰干重活，浑身无力，睡觉时平躺一会就觉得腰要断了，需要翻身双腿弯曲，请问是什么原因,咨询病因,E0040000001565002
费用多少，有什么危险,咨询价格,E0040000001619007
之前我在你们医院人流,描述就诊史,E0040000001633010
他说发到郑州为了进一步监测，难道县城的医疗设备不先进吗,无,E0040000001655010
你好我的阴唇这两天老是很痒是咋滴了？,咨询病因,E0040000001699003
白带多发黄怎么会事,咨询病因,E0040000001739003
是上环引起的吗？,咨询病因,E0040000001750006
还是需要多次？,咨询疗程,E0040000001777026
应该用药流就行吧,咨询治疗方式,E0040000001801023
排卵期同房怀孕几率大？还是前一天同房怀孕几率大？,无,E0040000001817006
那突然像针扎一样疼怎么回事,咨询病因,E0040000001825003
这会验血能验出来是吧,咨询检查方式,E0040000001887018
抑郁症是？,咨询项目介绍,E0040000002069021
他把有精液的地方弄了过去，把没有精液的地方，小鸡鸡上还有一些精液，呢这样会怀孕吗？,无,E0040000002071014
需要做个检查吗？,咨询检查方式,E0040000002086008
我去的时候联系你吧,确定联系意愿,E0040000002096062
你好，我今天做B超，说内膜10毫米，有事么,描述就诊史,E0040000002229003
我也不知道活检检查什么？,咨询检查方式,E0040000002274051
我是刨妇产小孩才3个半月了,描述就诊史,E0040000002287017
只是医生说的,描述就诊史,E0040000002309009
唉！我就是问问这会儿能检查出来精确几天吗？,咨询检查方式,E0040000002322017
你好，破卵针第十一天，骑电车出门，影响受孕吗,咨询危害,E0040000002337003
平时也很规律，没推迟过这么久,描述生理现象,E0040000002381010
请问宫颈筛查要多少钱,咨询检查价格,E0040000002461003
你这不是产科吗,咨询公司介绍,E0040000002473007
一深一浅怀孕时间短，可以直接做掉吗,咨询治疗方式,E0040000002532047
做了，昨天做的,描述就诊史,E0040000002534008
没有   我也不知道几号,无,E0040000002576014
我看有空在过来吧,确定联系意愿,E0040000002647042
中医也可以调理好宫颈糜烂吗,咨询疗效,E0040000002661024
还没加上？,确定联系意愿,E0040000002681017
我最近老是睡不够白带也增多还有头晕,描述症状,E0040000002690006
这段时间太累了，工作量有点大,描述症状,E0040000002765015
我药流三个月可以要孩子吗,咨询恢复期,E0040000002782005
也没有什么。只是今天做爱有血丝。我会不会怀孕,描述症状,E0040000002857016
没有，以前用过洁尔阴洗过，还行这次干活忙，比以前严重。,描述就诊史,E0040000002907013
我想知道，我现在做能查出来怀孕吗,咨询检查方式,E0040000002946035
你好，我想问下我平常月经七天就干净了，为什么这次十二天了还不干净，偶尔腹部还会痛,咨询病因,E0040000002953002
从19号开始流，每次小便完一擦就有,描述症状,E0040000002965013
试纸，验孕棒，天天测都是两道杠,描述症状,E0040000002988010
不知道一直没注意也没发现，最近不舒服才发现的,描述症状,E0040000003016008
肾功能检查,咨询检查方式,E0040000003030023
我今年35岁，月经少的可怜，一天就没有了，怎么回事啊,咨询病因,E0040000003050005
为什么我大姨妈来了 肚子不疼 腰酸？,咨询病因,E0040000003120003
你好，我现在正来月经期间，为什么血流不止，以前就三天都过去啦，这次不知道是什么原因，今天都四天了，还血流不止。,咨询病因,E0040000003157003
一天要洗几次，,咨询疗程,E0040000003210006
效果会好吗,咨询疗效,E0040000003212006
月经后期量少不干净时间长是么回事,咨询病因,E0040000003262003
我先在我们这做个彩超看看，确定后，我联系你,确定联系意愿,E0040000003310026
是不是上环的原因呢,咨询病因,E0040000003354024
做过妇科检查，输液了，用消糜栓可以吗,咨询药物,E0040000003385008
阴道水肿骚痒是怎么回事,咨询病因,E0040000003386003
如果好了就不会是癌症吗,咨询项目介绍,E0040000003587022
白带多小腹疼,描述症状,E0040000003589051
会伤到子宫那不做了,咨询副作用,E0040000003589059
这个可以根除吗？,咨询疗效,E0040000003590008
我白带发黄怎么回事？谢谢,咨询病因,E0040000003666005
在老家查过的，有,描述就诊史,E0050000000051021
这几天都没有散步了,无,E0050000000053016
这个不需要了，谢谢,无,E0050000000085038
就是烤面包烤的,无,E0050000000158009
啥意思 先能判断大概是什么类型的问题吗,咨询项目介绍,E0050000000159017
我是闪了一下才发现的,描述症状,E0050000000168005
到一段时间就能自己好了 您说我有必要去医院检查吗,咨询检查方式,E0050000000193016
要拍增强CT有吗？,咨询检查方式,E0050000000295019
今天无意看到你们医院的，名字沒听过,咨询公司介绍,E0050000000355030
听说抽出来，在往里送药,咨询治疗方式,E0050000000450026
我这两天睡觉时手经常发麻。是怎么回事啊,咨询病因,E0050000000511001
好的礼拜天去瞧瞧,确定联系意愿,E0050000000566018
您医院在哪里？,咨询地址,E0050000000576009
我想问能恢复吗，我感觉没啥明显效果,咨询疗效,E0050000000630016
你们医院在无锡市什么位置乘公交车是几路车,咨询地址,E0050000000659014
大面积淤青,描述症状,E0050000000725015
坐着站起来就筋疼,描述症状,E0050000000739004
要到什么医院检查呢？,咨询公司介绍,E0050000000752027
和没休息好有关系吗,咨询病因,E0050000000788008
微信就不用了，谢谢,确定联系意愿,E0050000000794022
哦，可我还不到20咋会得肩周炎呀,咨询病因,E0050000001020014
累点就腰酸，几年了,描述就诊史,E0050000001122005
问一下，颈复康颗粒和桂附地黄丸治疗什么的,咨询药物,E0050000001147033
我这右面腰疼怎么回事儿？,咨询病因,E0050000001377003
我这个年龄会有颈椎问题啊,咨询项目介绍,E0050000001491014
和长期喝咖啡有关系吗,咨询病因,E0050000001688027
有脑神经引起的歪嘴怎么治疗,咨询治疗方式,E0050000001694001
是不是肝脏哪里出问题了,咨询病因,E0050000001744007
这个还沒注意,无,E0050000001779007
估计是什么原因呢？,咨询病因,E0050000001910003
肩痛和腋窝通,描述症状,E0050000001922002
我是男的，今年38岁,无,E0050000001940007
腰肌劳损针灸有没有用啊,咨询疗效,E0050000001940048
尿酸400没事吗？,咨询危害,E0050000001973001
"""我想咨询""""大腿肌肉痛是什么原因""""""",咨询病因,E0050000002008001
肩膀疼痛是怎么回事,咨询病因,E0050000002017001
"""我想咨询""""女左腿疼痛是什么原因""""""",咨询病因,E0050000002047001
那这个问题严重吗？,咨询危害,E0050000002188024
