uuid,sentence,已完成,items1
A5015660009665001,嘴上的痣可以去掉吗,,点痣
A5861350007127004,我想了解下去痣的,,点痣
A1527530002994005,眉头上有个黑痣  多年了  能治吗,,点痣
An,我刚港脸上去过痣可以做吗？,,点痣
A1527530003448001,点个痣大概,,点痣
A5015660012872002,脸上的痣能去吗？,,点痣
A6068820009114003,脸上痦子怎样去除好啊,,点痣
A2367960001734019,这个激光点痣小孩可不可以做,,点痣
A5015660011147001,疤痕性皮肤可以祛痣吗,,点痣
A8881750004289001,你好怎么样去除脸上的痦子,,点痣
A5860280004649001,有祛痣的吗请问,,点痣
A9170690012618012,就一颗大点的痣,,点痣
A6068820005760001,去掉一个痦志多少钱,,点痣
A7419650012320011,18971114552，9.9订的袪痣,,点痣
A5283910002057001,脸上的给痣怎么才能去掉,,点痣
A6068820013722002,脸上有痦子能整掉吗？,,点痣
A6068820013865002,你好，能点痣吗,,点痣
A9170690008677000,你好！十一周岁孩子可以点痣吗,,点痣
A2367960004821008,42岁，媚头的痣,,点痣
A2860740005134009,凸痣,,点痣
A7419650013492018,这个绿色的痣是不是代表有病？,,点痣
A5861350008218004,用什么方法可以取掉中一痣,,点痣
A7261990004766002,你好，请问怎么除痣,,点痣
A5854910011083002,点痣是怎么样的,,点痣
A2875580005306001,你好，请问可以取痣吗？,,点痣
A15275300032460,人中有志,,点痣
A6068820007504004,现在的天气适合点痣吗,,点痣
A1527530004322003,我想去脸上的痣。咱家医院可以做吗,,点痣
A5015660011548005,我这颗痣是药点好是激光,,点痣
A4276530007120004,肉痣，眼皮上来点，按下去刚好到眼骨那地方,,点痣
A7419650010687019,我想问一下你那能祛痣嘛,,点痣
A9170690003949004,请问下点痣是什么方式？,,点痣
A5731100002245001,激光祛痣  两个小点的痣   大概需要花费多少,,点痣
A1527530000215003,脸上的大痣可以去掉吗,,点痣
A5854910015184004,脸上有黑色的点点怎么去掉？,,点痣
A1527530011002006,已经诊断是无色素痣，我就是想了解下激光可以治疗吗,,点痣
A5727500002209004,脸上的黑痣可以去除吗,,点痣
A5283910004203001,鼻子旁边有痣可以点吗,,点痣
A5015660007834003,大概有十几个吧你们是怎么把脸上志去掉,,点痣
A2875580008573002,激光点痣会再长出来嘛,,点痣
A1600310001163014,物理祛痣是什么意思？,,点痣
A5015660009131002,山根痣能点吗？,,点痣
A8412990007790013,还有点痣呢,,点痣
A6068820006476001,你好我想问一下点痣大概费用多少呢,,点痣
A7261990003770002,眉角的痣好吗,,点痣
A4276530005778036,痣会不会癌变,,点痣
A5534870001880003,你好，右嘴角边的痣能点么？,,点痣
A2875580008319001,脸上的痣怎么掉？,,点痣
A2860740004760005,一颗痣需要多少钱呢,,点痣
A6068820007281003,想问下你们那能点痣吗,,点痣
A5854910000433013,这种算痣吗,,点痣
A5860280000852002,亲，你们那边可以去痣吗,,点痣
A4276530013867014,肉痣可能要切除,,点痣
A4276530003149002,哺乳期可以点痣吗,,点痣
A2367960002086001,可以治疗鲜红斑痣吗,,点痣
A9963270001193006,小黑点痣,,点痣
A1800280002903003,我有颗会长毛的痣,,点痣
A5732510003516002,右边上唇嘴角有颗痣，好像是从一出生就有的，能除掉吗？,,点痣
A8530000003223001,是可以点痣的嘛？,,点痣
A8881750006663006,祛痣有吗,,点痣
A8412990003082038,那现在长痣。等到一定年龄痣会消失吗,,点痣
A5015660005328001,痣可以去掉吗？,,点痣
A2860740005275004,我想咨询下点痣,,点痣
A9170690007946000,请问脸上黑痣能除吗,,点痣
A6577100000369004,鼻梁上有个猴子，然后猴子上有个痣能取吗,,点痣
A7419650000141006,那肉痣呢？,,点痣
A5861350003436009,有肉痣  好几个,,点痣
A4276530006222002,我像问下能点痣吗,,点痣
A2367960003773005,请问可以去除脸上的痣吗,,点痣
A8412990011211018,那你们那边有点肉痣吗,,点痣
A5861350003480001,痣可以取吗,,点痣
A2773850007579003,我想问一下，我想在眼睛下边点个痣，那个叫什么,,点痣
A7261990004593004,你这边会修复点痣的小坑吗,,点痣
A4276530004944010,它分好痣，坏痣吗,,点痣
A3991420001663014,你们这边点痣是怎么收费的啊,,点痣
A2367960002489002,能点掉不,,点痣
A8839580000912005,祛痣是怎么算的？,,点痣
A4276530002602010,我脸上长痣这么办,,点痣
An,大的之等去掉吗？,,点痣
A3758610000469002,你好，咨询下脸上平整的痣用药物治疗好还是激光去除效果好？哪种不会留坑？,,点痣
A5861350002390002,咨询取痣,,点痣
A5854910004498003,能祛痣吗,,点痣
A5860280010594002,20积分祛痣那个，是只能祛一颗痣嘛,,点痣
A8388040002074075,你们的痣是用测量订价位的,,点痣
A5861350001898002,你们祛痣是什么方法的？,,点痣
A5015660006159002,脸上长了个黑色痣会长怎办,,点痣
A5860280013185015,普通的瘦脸针分国产和进口吗？,,打瘦脸针
An,怀孕俩个月能不能打瘦脸针随时,,打瘦脸针
A1817780004822002,用抗生素多久可以打瘦脸针,,打瘦脸针
A4276530016429045,瘦脸针有什么不好的吗,,打瘦脸针
A5860280013821003,我想咨询下，之前打过三次进口瘦脸针，以后可以换国产打吗,,打瘦脸针
A2367960001090006,国产和进口有什么不一样么，23，咬肌大,,打瘦脸针
A8388040001756005,瘦脸针可以维持对长时间啊,,打瘦脸针
A9170690015295002,瘦脸指的是566打针，一针？,,打瘦脸针
A3996870001320003,瘦面针,,打瘦脸针
An,瘦脸针是面部全方位减吗不怕,,打瘦脸针
A5860280002536002,预定的瘦脸针什么时候可以去,,打瘦脸针
A5860280017121023,就是说单选的保妥适，只会给你注射咬肌对吧？,,打瘦脸针
A7830660002592029,我还想打瘦脸针,,打瘦脸针
A7419650014842001,你好，我想咨询一下瘦咬肌的针,,打瘦脸针
A5860280014707029,那我暂定199的瘦脸针,,打瘦脸针
A6068820005869001,瘦脸针可以打一边脸吗,,打瘦脸针
A5860280005133013,那就是咬肌 挺硬的,,打瘦脸针
A5854910011249002,这瘦脸针是国产的吗,,打瘦脸针
A6068820001376001,你好！想咨询一下打瘦脸针，抗敏么修呀？,,打瘦脸针
A2875580012462036,知道了，我问的是瘦脸针,,打瘦脸针
A5861350006386003,就是咬肌感觉有点软啦,,打瘦脸针
A5015660007701001,请问瘦脸针是要经常打吗,,打瘦脸针
A5854910015763010,瘦脸针和玻尿酸分别多少钱,,打瘦脸针
A4276530006980030,脸比较大的话，在脸上打一针可以了吗,,打瘦脸针
A6068820002032006,这个瘦脸针是什么牌子的,,打瘦脸针
A4276530003292019,两边咬肌肥大且不平衡可以调整吗,,打瘦脸针
A5854910002872005,还有瘦脸针,,打瘦脸针
A6068820005499001,你好，想咨询一下国产瘦脸针,,打瘦脸针
A9170690000703012,哦现在瘦脸针怎么打,,打瘦脸针
A3996870002633003,咨询下，你们现在瘦脸针做活动的是国产呢吗？,,打瘦脸针
A5860280004971003,我想咨询一下你们这里瘦脸针现在多少价格,,打瘦脸针
A8881750000015001,你好！我就是咬肌大想去除怎么弄啊,,打瘦脸针
A6068820002368001,我想咨询，怀孕可以打瘦脸针么,,打瘦脸针
A8412990003711001,13063060646 瘦脸针,,打瘦脸针
A5854910017139005,只打一次可以吗这个瘦脸针,,打瘦脸针
A5854910005952002,瘦脸针什么牌子的,,打瘦脸针
A5860280000086001,亲 你们秒杀的瘦脸针 什么时候可以使用,,打瘦脸针
A7419650005424001,瘦脸针主要针对脸上什么情况,,打瘦脸针
A3996870004866003,请问一下瘦脸针,,打瘦脸针
A5860280002373011,那我可以拍瘦脸针然后来打腿吗哈哈哈,,打瘦脸针
A5979500001102003,我想问一下瘦脸针能保持多长时间啊,,打瘦脸针
A4276530017085015,我咬紧牙，感觉有两块肌肉呢,,打瘦脸针
An,我想咨询手脸针这块,,打瘦脸针
A5732510000920008,嚼肌,,打瘦脸针
A5860280013466010,520瘦脸针➕玻尿酸,,打瘦脸针
A7419650001741007,要打瘦脸针，还要问年龄的吗？,,打瘦脸针
A5283910000199001,这个年龄段打了瘦脸针皮肤会松弛的快吗,,打瘦脸针
A7261990004148004,是打瘦脸针吗,,打瘦脸针
A5854910013333010,能否介绍重点，我有点疲惫不想说太多其它的，玻尿酸 、瘦脸针的光子嫩肤…人数2位，有过注射史。你直接说一下价格,,打瘦脸针
A7419650013358111,玻尿酸瘦脸针不止一个牌子吧？你们还有些什么牌子,,打瘦脸针
A1527530004404001,你好，医生，咬肌可以打瘦脸针吗，效果怎么样？,,打瘦脸针
A2367960005053006,"瘦脸针是肉毒素吗""",,打瘦脸针
A3226050002831001,打瘦脸针可以让朋友陪着吗,,打瘦脸针
A5015660000226002,我想问一下瘦脸针和玻尿酸,,打瘦脸针
A7261990004905003,请问打了瘦脸针会反弹吗？,,打瘦脸针
A5860280009950011,她想打瘦脸针做下巴。我让她来这里做,,打瘦脸针
A5854910007427002,瘦脸针可以维持多久,,打瘦脸针
An,打瘦脸针可以定性吗,,打瘦脸针
An,是韩国6d小脸真吗,,打瘦脸针
A9170690015119010,如果是咬肌，怎么能消除呢,,打瘦脸针
A5860280012709002,你好 我刚刚付款成功一个瘦脸针,,打瘦脸针
A3996870001119004,瘦脸针288嘛？,,打瘦脸针
A5860280005866006,想来医院打瘦脸针,,打瘦脸针
A6708030000702008,要看下是咬肌还是什么。适不适合打吧？,,打瘦脸针
A5860280001250015,那个瘦脸针呢？,,打瘦脸针
A8412990004566001,有小三阳可以打瘦咬肌吗,,打瘦脸针
A2808500009248003,请问咬肌怎么变小,,打瘦脸针
A7419650010635001,瘦脸两边咬肌,,打瘦脸针
A7830660006215001,瘦脸针是粉肉吗,,打瘦脸针
A5860280002692000,你好 现在进口瘦脸针和伊婉V玻尿酸有活动吗,,打瘦脸针
A5860280015002002,我要瘦脸针,,打瘦脸针
A3991420000355029,瘦脸针多少钱呀?,,打瘦脸针
A5860280013492005,瘦脸针是几个部位？,,打瘦脸针
A3996870000662009,还有瘦脸针。。,,打瘦脸针
A5860280000453002,瘦脸针一般有几种呢,,打瘦脸针
An,打瘦脸针能撑多就,,打瘦脸针
A2259130000964032,哦       瘦脸针也保持不了多久啊,,打瘦脸针
A9170690000301016,就是瘦咬肌嘛,,打瘦脸针
A4276530016925002,你好，我想问下如果单买瘦脸针的话是什么价格,,打瘦脸针
A5860280004258002,你好，现在购买的瘦脸针，限制使用时间吗,,打瘦脸针
A5860280000824001,瘦脸针211吗,,打瘦脸针
A2367960002648005,几年前有过面瘫，现在想打瘦脸针,,打瘦脸针
A5854910000290002,咦 瘦脸针299 是50单位是吗  那要打100单位是 598吗,,打瘦脸针
A2875580004744013,瘦脸针它要长期用的,,打瘦脸针
A2860740002088003,最近咬肌变大了,,打瘦脸针
A5731100000520001,瘦脸针780是多少单位的呀,,打瘦脸针
A1817780015759006,对的，粉毒瘦脸针是什么,,打瘦脸针
A9001110016874000,大姨妈来能打瘦脸针，玻尿酸吗反之,,打瘦脸针
A2367960000152002,那个瘦脸针怎么了做法,,打瘦脸针
A7261990002294011,瘦咬肌的方法,,打瘦脸针
A5860280012260025,还有就是适不适合打瘦脸针需要面诊吗，还是我自己要求就可以打,,打瘦脸针
A5860280014453001,299的瘦脸针是国产衡力吗,,打瘦脸针
A8363010002249027,那就先打瘦脸针吧,,打瘦脸针
A7419650007051018,嗯，想知道关于瘦脸针,,打瘦脸针
A3996870000137006,瘦脸针几岁以上可以打,,打瘦脸针
A5860280001397011,我买个瘦脸针吧,,打瘦脸针
A5860280011565015,送瘦脸针是什么牌子的,,打瘦脸针
A5860280017141015,商城里我只看到了299那个瘦脸针,,打瘦脸针
A5860280006458010,咨询玻尿酸和瘦脸针,,打瘦脸针
A5860280013338049,瘦脸针也是20号开始吗？,,打瘦脸针
A5860280004085001,国产瘦脸针和进口的区别在哪里啊？,,打瘦脸针
A5015660010483002,衡力瘦脸针有么,,打瘦脸针
A5860280017295012,是瘦脸针呀 不是那个免单的,,打瘦脸针
A5860280005025001,你好，之前已经打过2次国产的瘦脸针了,,打瘦脸针
A1527530000758001,有肝病能打瘦脸针吗,,打瘦脸针
A7830660001084004,我是敏感肌能打瘦脸针吗？,,打瘦脸针
A5015660009501004,想问下我现在在备孕期可以打瘦脸针吗,,打瘦脸针
A8412990004628003,打瘦脸针会反弹不,,打瘦脸针
A5860280000648004,瘦脸针可以管多久,,打瘦脸针
A6068820001105010,但是我刚打肉毒两个月 能打瘦脸针吗,,打瘦脸针
A7261990002294002,怎么样才能瘦咬肌,,打瘦脸针
A2860740010279022,好，你是治疗痘痘这块的？,,祛痘
A6068820001465005,我想咨询一下能祛痘么,,祛痘
A7419650009055001,最近脸上不停长痘，怎样处理,,祛痘
A2875580013746008,满脸都是痘痘  怎样才能除去,,祛痘
A1817780003480001,痘痘好了又长有什么好的办法吗？,,祛痘
A5860280005808004,你们那个果酸生态祛痘是怎么的呢,,祛痘
A5854910010602001,痘痘怎么去掉？,,祛痘
A4276530010885002,脸上有青春痘。,,祛痘
A6068820005338003,痘痘方面,,祛痘
A5854910002862005,我脸上有痘痘，如何清理,,祛痘
A5015660013242004,祛痘是产品  还是去你们店里？,,祛痘
A2875580015441002,怎么去掉青春痘,,祛痘
A1817780017937001,"我想咨询""如何去痘""",,祛痘
A5732510000166001,消除痘痘有什么方法,,祛痘
A7419650011116001,我应该怎样去掉脸上的痘痘,,祛痘
A7261990006529001,"我想咨询""青春痘怎么能治好""",,祛痘
A5860280002553001,you祛痘吗,,祛痘
A2860740001555003,青春痘过青春期会消失吗？,,祛痘
A2808500000158002,你好！我今年15岁了，右眼皮里了一个小红痘有没有简单的治疗方法啊？王院长,,祛痘
A2860740005347003,你好，我想咨询一下痘痘,,祛痘
A5015660002461008,我屁股上长了一颗痘,,祛痘
A5979500001643002,这两天脸上长了一个痘痘怎么弄,,祛痘
A7261990005329003,脖子下面的人中老是长痘痘,,祛痘
A2875580016734006,我想去脸上的痘痘,,祛痘
A5732510001969001,身体上有红豆,,祛痘
A7261990004494000,白痘可以挤吗,,祛痘
A1527530005238002,鼻子和下巴长痘痘怎么去除，，，,,祛痘
A2875580015914002,出痘痘,,祛痘
A7261990002697004,背上长满了痘痘,,祛痘
A1600310000405017,现在也是一直会有痘痘,,祛痘
A3991420002284009,痘痘一直长，很多年了，不是很多，偶尔冒几个,,祛痘
A2808500003004001,可以用牙膏去痘痘吗？,,祛痘
A5860280010725006,丘疹形痘痘,,祛痘
A1159720001913007,现在还有长痘,,祛痘
A6708030001308004,请问痘痘怎么治啊,,祛痘
A6068820016182031,起痘痘就冒脓,,祛痘
A6068820012351014,现在也有长痘痘的情况,,祛痘
